clean_title,sentiment_from_rating
Little bit higher treble but overall feel good quality,1
Good product for the price,1
Perfect earphone,1
Okay,1
Overall good,1
Best offer for the range,1
Good audio but low on mic,1
Good for online classes,1
Good one,1
Good product,1
Good product,1
Mic is not Good,1
Good quality,1
Good at this prize,1
Good sound,1
OK,1
For the price paid it is just satisfied,1
Good one,1
Must buy,1
Bass quality,1
Good performance,1
Very good,1
Boom wonder,1
after a long time of use feels uncomfortable for outer ears where they sticks,1
Amazing mind blowing purchase,1
Worth money,1
Value for the money,1
Super quality boat,1
value for money,1
Worth it,1
Grab it ppl,1
Value for money,1
Quality,1
Reliable product,1
Best earphone at this price range,1
VFM quality product for long use,1
good product,1
Nice,1
Earphone quality is good gave pouch and wire tag,1
Nice buy at this price band,1
Worthy,1
Highly recommend,1
Best product at this price range great customer support at service center,1
Go for it without single doubt,1
Simply Fantastic,1
Good,1
Aesthetically pleasing earphones,1
Best product at this Price,1
Superb Quality I LOVED IT A LOT,1
Value for Money,1
overall its good but Motorola pace 100 is a 100 cheaper and of same quality,1
Claiming the warranty,1
Good product,1
Good sound and bass go for it in this price range,1
Bass tube,1
OK OK I WOULD SAY,1
Good Quality,1
Do Not buy,1
Value for money,1
Amazing,1
Good product,1
Great product,1
good,1
Good for budget,1
Overall good product,1
High Quality,1
Definately goo for it,1
Boat is the best,1
Fantastic product at low budget,1
Very Good,1
Amazing sirf quality,1
January 2020 se use ker raha hu 3 bar pani gir chuka haiaur ab bhi chal raha hai,1
All Nice But Size Very Thin,1
Product worth 380 sound and bass are good enough,1
Go for it people,1
Good earphones only issue with speaker,1
Value for money,1
Great comfort,1
Nice Earphones,1
Sound quality,1
Excellent ear phones Budget friendly,1
Nice and Excellent product Worth of money,1
Decent earphones,1
Buy,1
Good but stopped working,1
Well product,1
Nice product,1
4 star rating for this price range,1
Good,1
It is just too good in short,1
Good,1
Alot to say for these Feel hard irritating whenever insert into ears,1
Nice earphone,1
noice cancellation and bass quality on point,1
Sound and bass quality is wonderful,1
Worth the money,1
Not so good for calls,1
WORLD NUMBER ONE EARPHONES,1
Highly recommend,1
Super happy with product,1
Quality product,1
Good Mic is not closer to mouth,1
very good product,1
Stands out with the competition,1
Best,1
Earphone,1
Just loved it what a bass in just this much of affordable price love you boAt,1
Do not think just buy,1
Great product and great after sales,1
Best boat earphones,1
Happy with Boat BassHeads Worth buying,1
Worth it Go ahead and Make the Purchase,1
Lacks bass,1
best within price,1
Go for it,1
PERFECT EARPHONES IN SUCH CHEAP RATE,1
an awsome product in such a great price,1
Good,1
Lovely sound,1
Perfect product in this price,1
Good product,1
Allover paisa vashul,1
Worthy of money,1
Good one,1
Okay earphone do not keep much expectations,1
Satisfied but feeling bad,1
Nothing much,1
Good product,1
Awesome,1
Good product,1
one side stopped working,1
Take it Do Not go for second thought,1
Does not last long,1
Perfect fir strong,1
Fantastic,1
Nice product,1
Ok,1
Headphones,1
Good earphone nice quality Bass can be improved,1
Best earphone in its price segment was 380,1
Amazing earphones,1
Best Headphones Within 500 Rupees,1
Sound quality is superb,1
Good budgeted headphones,1
JUST GO FOR IT,1
Awesome quality,1
Medium bass quality,1
Value for Money,1
Good enuf,1
Best product on this range,1
Boat bassheads,1
Good Product,1
Overall this is a good product,1
Good deal,1
Value for Money,1
Value for money 4 5 stars,1
Cheap n best,1
Cheap and good,1
Best earphones under 500 better than many even under 2000,1
Value for money,1
Dandanakka,1
Super Amazing,1
Value for money,1
No extra Earbuds provided by Amazon or Boats worst,1
Good buy,1
Good Bass,1
Best build quality earphone,1
Great product low budget,1
Mic and base less,1
Nice,1
Excellent product,1
GOOD QUALITY EAR PHONES,1
Durable Comfortable and Affordable,1
Fabulous,1
Loved it,1
The besttttt,1
Awesome earphones in this price,1
Hard to hold in ears,1
Value for money,1
best product,1
Not working properly,1
Very nice product,1
Good,1
Value for money,1
Best headphone in this price,1
Good ear phones,1
Overall good product,1
Buy it when the cost is 400 or below,1
Good sound,1
Headphones,1
Use full product,1
Amazing Earphones,1
Great audio quality for a decent price,1
GO FOR IT,1
Such an awesome headset,1
Excellent produxt,1
Perfect for this price,1
Good sound quality,1
Replacement,1
Good,1
Value for money,1
Overall good if ignore one drawback,1
Nice,1
It is light color so can be dirty so do not mind it but this product is very good,1
Review with pics,1
Good one useful for both hearing music and for attending call,1
Over priceing,1
price factor,1
Superb product,1
Value for money It can be bought,1
Go for it,1
Good product,1
Decent for home use,1
Best Product with classy look,1
Good product,1
Right side of earphone is not working,1
Good,1
Review,1
Beat bassheads brand is always the best,1
Average product,1
Good,1
awesome quality of boat really unbelievable purchase,1
Good,1
sellers gives defective product,1
Good and worth for money,1
One earpiece stopped working just in 3 months,1
Not meant for calling,1
boAt Best Budget Headset,1
Pretty earplugs,1
Stopped working in just 3 months,1
Value of money,1
Best budget bass heads,1
Amazing and Praiseworthy,1
Worth the price,1
Worth the money,1
Beautiful Product,1
Suoerb,1
Very good,1
One of the best,1
Good,1
Good Quality Sound,1
Valuable product,1
Worth purchase,1
Not durable,1
Super Worth of money,1
Best in class sound quality,1
Happy but not satisfied,1
Nice,1
Awesome,1
Great product,1
Fantastic quality,1
Amazing product I have two of these one for me which i am using for 8 months and one for my wife,1
Value for money,1
Sound Quality is better,1
Quote product,1
Awesome in this price,1
Great Product,1
Value for money,1
Loving the bass,1
Good product at this price,1
Value for money,1
Good,1
The product is perfect BUT,1
Pretty decent,1
Really worth for money,1
Boat heatset,1
Good,1
nice earphones at an affordable rate,1
Decent,1
Over all super,1
Great value,1
Great does what it says,1
Average good product,1
Cheap but sounds great,1
GOOD MADE IN INDIA PRODUCT,1
Quality product,1
Good,1
Nice Headphone,1
WORTHY PRODUCT,1
Sound quality,1
EXCELLENT SOUND QUALITY,1
Good Product,1
Excellent product,1
Best earphones for 350,1
Good,1
Will Not suggest,1
Satisfied,1
Average earphone good for price,1
Okiesh,1
Perfect under budget branded product,1
DO NOT THINK JUST BUY IT,1
Happy Purchase,1
Good one,1
Good,1
Worthy product,1
Value for money,1
Value for Money,1
Durability,1
Boat at it is best,1
Amazing headphones Value for money I am hooked 5 5,1
Average,1
nice,1
Great Earphones for the price,1
absolute value of money,1
Good sound average bass,1
Excellent Bass,1
It works well and fits in your ears,1
Incredible sounds,1
value for money,1
Value for Money Earphones,1
Super,1
Super,1
For a low price this is Awesome but compared to Boat 225 you can see 20 difference in sound,1
Value for money,1
Nice headsets for long run,1
Best Product,1
Must buy,1
Great product for cheap price but has his cons as well,1
Value for money and good speedy delivery by amazon,1
Best Headphone,1
good ones in this price range,1
Best one,1
Good brand value and actually good quality,1
boAt lover,1
Sound quality is superb,1
Good ones liked it,1
Good,1
Good value for money,1
Served the purpose,1
Awesome beautiful beast at this price,1
Good for healthy ears,1
good,1
Build quality is not as much as expected,1
Nice Earphones,1
Good product,1
Replacement policy is awesome,1
Ok quality,1
Go for it,1
Love,1
Satisfied,1
Nice product great Amazon team,1
Best earphones,1
Not bad,1
Nice product,1
Perfect,1
Good product great battery excellent quality inba cheap price,1
best in class,1
Gud quality product,1
Nice product,1
Very average Bass,1
Noise cancellation,1
Go for it,1
Worth the price headphones,1
Worth the price,1
Good,1
Super sound quality Guys Buy karo Bindass hoke Mst Hai 9 month se use kar raha hu No problem,1
Warranty claim,1
Must try,1
Best for regular use,1
Ik,1
Very impressive headset,1
Good product,1
Fantastic product at this price,1
Descent product,1
Medium Quality Earphone,1
Headphones are awesome but cannot wear with Helmet,1
Boat headphone,1
You Get What You Pay For,1
Good product,1
Great Product,1
woww is a small world,1
Best of earphones and sleek,1
price worthy,1
Good product worth buying,1
Every thing is good,1
It is a steal for 400Rs,1
Super bass,1
Value for money,1
Good,1
Nice earphones,1
Good,1
Best Quality and Great Accessories,1
Good,1
Good affordable,1
A nice earphone in budget segment,1
Value for money,1
Overall good headset value for money,1
Nice but not upto the expectation,1
Durable and very good sound quality,1
Super,1
No quality,1
Better,1
Value for money,1
Good quality earphone,1
Good product,1
Good for the price,1
Very comfortable and not because ear pain,1
Sound quality is good,1
Soo goood,1
Saves you from loud mouths,1
Ok,1
Asma,1
Stopped working after 6 months but excellent service,1
Best Buy,1
It is pretty good,1
Simply Excellent,1
Sound quality,1
Best in price segment,1
Awesome,1
Good guality,1
Good,1
Decent for the Price,1
Excellent clarity and bass as advertised Go for it,1
Awesome product with excellent sound,1
Good wired earphones for its price point,1
Good sound quality,1
Amazing product,1
Quality product for a reasonable price,1
Ok,1
Ok in this price range,1
High bass,1
Durability with Sound Quality,1
Kindly improve your customer service,1
An awesome product,1
Writing this after 2 years of using these,1
Listen to me,1
Nice ear phone,1
Go for it,1
Overall good product and fully satisfied within the price segment,1
WORKING DESPITE BEING WASHED UP TWICE,1
Half of the wire length is cloth covered,1
One side not working after 6 months,1
Good,1
Nice warranty service by Boat,1
Satisfied,1
Affordable brand,1
Good for its price,1
Prefect,1
Excellent product,1
Good product,1
Waiting for replacement,1
Good one,1
exclusively for music lovers,1
Worthy,1
Value for Money,1
Headset,1
Best twin pods for a price of Rs 1800 after all discounts,1
BOOM BOOM,1
Worth buying,1
Awesome sound at this price,1
Value for money,1
A decent headphone,1
Amazing,1
Good in this price range,1
superb product by amezon,1
Go for it,1
Awesome,1
The packaging received was damaged,1
Review after one month,1
Colour,1
Just buy this product,1
IF YOU ARE ON A BUDGET,1
Sound experience,1
Good,1
Stylish design Good Quality,1
Best earphones ever,1
Best in this price range,1
Super,1
Cheap and best,1
Good,1
Worth for money,1
Above average,1
Ok,1
Worth the price,1
Been using for past 3 months,1
Nice one,1
Good in this price range,1
Best earphone in this price,1
Superb then jbl,1
For bass lovers,1
Satisfaction Guaranteed,1
Good prpduct,1
Nice,1
Good one for the price,1
Best Budget Headphones,1
Bass and audio is great,1
good,1
Best Price,1
Best out of all Boat earphones BUDGET,1
Best Earphone Under 500,1
Good product this price range,1
Simple Awesome,1
No Regret,1
Get more out of your music,1
Goodone,1
Durable,1
Just worked for 3 months,1
Perfecto,1
I loved it,1
Good product as sound ways performance ways etc,1
Crystal clear sound great noise cancellation sub par bass can hear your own voice at times,1
Good product,1
Great,1
One of my fav,1
A basic headset,1
Only Ok product at this price,1
Good earphones at this price,1
Super quality product,1
Good budget earphones,1
Nice and Basic,1
Good One,1
Good,1
Recommended for buying,1
Worth Buying,1
Working fine,1
Best sound effect,1
Excellent must buy product,1
All over good,1
Nice Product,1
Good quality,1
Good one,1
Functional is good need to improve quality,1
Quality,1
Good buy,1
Ok product value for money,1
Best in this range,1
Good,1
Quality product in budget,1
Five Star product,1
value for money,1
Excellent product,1
Decent ear phones,1
Sounds good,1
Too good product,1
Good product,1
Value for money,1
Sound quality is best,1
Not bad,1
Value for money,1
Nice,1
looks preety,1
Gud purchase,1
Quality bass,1
You can go for it,1
Review,1
Good,1
Very Good to listen music but facing disturbance in mic voice quality while using on call,1
AWESOME EARPHONES,1
It was ok for that moment,1
Amazing quality,1
Excellent product,1
